"","Year","LogMean","LogSTD","CL95","taxa","season","n","num_samples","Yc_mean","Yc_sd","Anomaly_yr"
"223",2015,2.667576568,0.284757909,0.144107385,"Eucalanus","Fall",15,15,2.11353922596154,0.354175652831731,1.56430103991842
"224",2016,1.813124076,0.559453844,0.283122708,"Eucalanus","Fall",15,15,2.11353922596154,0.354175652831731,-0.848209490290022
"225",2017,2.453440193,0.364045585,0.184232485,"Eucalanus","Fall",15,15,2.11353922596154,0.354175652831731,0.959696027439662
"226",2018,2.179976806,0.321343818,0.222679905,"Eucalanus","Fall",8,8,2.11353922596154,0.354175652831731,0.187583701779822
"227",2019,1.818488787,0.39368189,0.315011119,"Eucalanus","Fall",6,6,2.11353922596154,0.354175652831731,-0.833062455317099
"228",2020,2.463449896,0.264535417,0.183313691,"Eucalanus","Fall",8,8,2.11353922596154,0.354175652831731,0.987958001180572
"229",2021,2.062566037,0.226156976,0.156718789,"Eucalanus","Fall",8,8,2.11353922596154,0.354175652831731,-0.143920646588759
"230",2022,1.783527074,0.197471434,0.193522005,"Eucalanus","Fall",4,4,2.11353922596154,0.354175652831731,-0.931775375644828
"231",1998,2.492129969,0.645776629,0.365382524,"Eucalnus","Spring",12,13,3.00616224728,0.29504599551353,-1.7422106590036
"232",1999,2.90275609,0.678107571,0.368623475,"Eucalnus","Spring",13,13,3.00616224728,0.29504599551353,-0.350474701749538
"233",2000,3.297431198,0.371132576,0.201749967,"Eucalnus","Spring",13,13,3.00616224728,0.29504599551353,0.987198454305551
"234",2001,3.451249504,0.416094452,0.22619152,"Eucalnus","Spring",13,13,3.00616224728,0.29504599551353,1.50853515549439
"235",2002,2.986333612,0.865915536,0.470717048,"Eucalnus","Spring",13,13,3.00616224728,0.29504599551353,-0.0672052343753664
"236",2003,2.952362223,0.593120067,0.322423741,"Eucalnus","Spring",13,13,3.00616224728,0.29504599551353,-0.182344533049366
"237",2004,3.338425609,0.37804737,0.205508892,"Eucalnus","Spring",13,13,3.00616224728,0.29504599551353,1.12614089590232
"238",2005,2.915130823,0.364058857,0.197904649,"Eucalnus","Spring",13,13,3.00616224728,0.29504599551353,-0.308532993716993
"239",2006,3.096052137,0.471247658,0.256173145,"Eucalnus","Spring",13,13,3.00616224728,0.29504599551353,0.304663988282727
"240",2007,2.702387079,0.852080506,0.46319624,"Eucalnus","Spring",13,13,3.00616224728,0.29504599551353,-1.02958580322799
"241",2008,2.579827825,0.395625074,0.387712573,"Eucalnus","Spring",4,4,3.00616224728,0.29504599551353,-1.44497613512077
"242",2009,2.998509283,0.787127486,0.427887376,"Eucalnus","Spring",13,13,3.00616224728,0.29504599551353,-0.0259382075892269
"243",2010,2.578088724,0.446702371,0.242830175,"Eucalnus","Spring",13,13,3.00616224728,0.29504599551353,-1.45087047372032
"244",2011,2.77641836,0.765525494,0.671012681,"Eucalnus","Spring",5,6,3.00616224728,0.29504599551353,-0.778671430127796
"245",2012,3.272604954,0.22509141,0.147059721,"Eucalnus","Spring",9,11,3.00616224728,0.29504599551353,0.903054814407
"246",2013,3.369266891,0.45608351,0.247929821,"Eucalnus","Spring",13,13,3.00616224728,0.29504599551353,1.23067131647733
"247",2014,2.925288726,0.535700704,0.271101961,"Eucalnus","Spring",15,15,3.00616224728,0.29504599551353,-0.274104792167199
"248",2015,2.73061321,1.130684607,0.57220536,"Eucalnus","Spring",15,15,3.00616224728,0.29504599551353,-0.933918919321052
"249",2016,3.131243089,0.692419367,0.350412547,"Eucalnus","Spring",15,15,3.00616224728,0.29504599551353,0.423936754343319
"250",2017,3.149309207,0.462351104,0.251336923,"Eucalnus","Spring",13,13,3.00616224728,0.29504599551353,0.485168285273118
"251",2018,3.503468685,0.457198353,0.239495143,"Eucalnus","Spring",14,14,3.00616224728,0.29504599551353,1.68552173316039
"252",2019,3.133453347,0.428628882,0.297024661,"Eucalnus","Spring",8,8,3.00616224728,0.29504599551353,0.431427986332939
"253",2020,3.340170922,0.448896761,0.311069585,"Eucalnus","Spring",8,8,3.00616224728,0.29504599551353,1.13205628884627
"254",2021,2.964650178,0.436197049,0.302269133,"Eucalnus","Spring",8,8,3.00616224728,0.29504599551353,-0.140696941870871
"255",2022,2.566884537,0.255211926,0.250107687,"Eucalnus","Spring",4,4,3.00616224728,0.29504599551353,-1.48884484778529
"256",1997,3.174560678,0.565631615,0.307480848,"Euphausia","Fall",13,13,2.95324433757692,0.236968801668926,0.933947164624155
"257",1998,2.910674889,0.735959104,0.400071926,"Euphausia","Fall",13,13,2.95324433757692,0.236968801668926,-0.17964157423726
"258",1999,2.760241337,0.574562563,0.312335767,"Euphausia","Fall",13,13,2.95324433757692,0.236968801668926,-0.814465867310969
"259",2000,2.399516717,0.760763384,0.430442405,"Euphausia","Fall",12,12,2.95324433757692,0.236968801668926,-2.33671106355404
"260",2001,3.001670758,0.501132678,0.272418827,"Euphausia","Fall",13,13,2.95324433757692,0.236968801668926,0.204357789219589
"261",2002,2.944586686,0.564857402,0.307059981,"Euphausia","Fall",13,13,2.95324433757692,0.236968801668926,-0.0365349848416703
"262",2003,3.320351773,0.403330734,0.219253085,"Euphausia","Fall",13,13,2.95324433757692,0.236968801668926,1.54918045260646
"263",2004,3.290246326,0.840639267,0.456976711,"Euphausia","Fall",13,13,2.95324433757692,0.236968801668926,1.42213652619938
"264",2005,2.930671264,0.337175103,0.183290474,"Euphausia","Fall",13,13,2.95324433757692,0.236968801668926,-0.0952575757565778
"265",2006,2.680319075,0.371682644,0.202048987,"Euphausia","Fall",13,13,2.95324433757692,0.236968801668926,-1.15173499910015
"266",2007,2.676247368,0.638250764,0.346957068,"Euphausia","Fall",13,13,2.95324433757692,0.236968801668926,-1.16891745928614
"267",2008,2.900029923,0.486625326,0.26453254,"Euphausia","Fall",13,13,2.95324433757692,0.236968801668926,-0.224562955976247
"268",2009,3.081961709,0.435938591,0.236978917,"Euphausia","Fall",13,13,2.95324433757692,0.236968801668926,0.543182775608203
"269",2010,3.042331794,0.568570758,0.309078585,"Euphausia","Fall",13,13,2.95324433757692,0.236968801668926,0.375945929572378
"270",2011,2.718820868,0.285244741,0.155060807,"Euphausia","Fall",13,13,2.95324433757692,0.236968801668926,-0.989258788186138
"271",2012,3.074495342,0.607930381,0.330474719,"Euphausia","Fall",13,13,2.95324433757692,0.236968801668926,0.511674969739178
"272",2013,2.921848057,0.545060013,0.296297998,"Euphausia","Fall",13,13,2.95324433757692,0.236968801668926,-0.132491198654865
"273",2014,2.906167649,0.340070968,0.184864684,"Euphausia","Fall",13,13,2.95324433757692,0.236968801668926,-0.198661968349298
"274",2015,2.433811283,0.564211266,0.285530296,"Euphausia","Fall",15,15,2.95324433757692,0.236968801668926,-2.19198920245473
"275",2016,2.867369226,0.487790192,0.246855897,"Euphausia","Fall",15,15,2.95324433757692,0.236968801668926,-0.362389947419749
"276",2017,3.1079931,0.322333011,0.16312301,"Euphausia","Fall",15,15,2.95324433757692,0.236968801668926,0.653034329131982
"277",2018,3.148813184,0.606123428,0.420022107,"Euphausia","Fall",8,8,2.95324433757692,0.236968801668926,0.825293646445114
"278",2019,3.215284965,0.251225956,0.201022631,"Euphausia","Fall",6,6,2.95324433757692,0.236968801668926,1.10580222197004
"279",2020,2.965038723,0.652164322,0.451926818,"Euphausia","Fall",8,8,2.95324433757692,0.236968801668926,0.0497718912363631
"280",2021,3.246203116,0.432122431,0.299445567,"Euphausia","Fall",8,8,2.95324433757692,0.236968801668926,1.23627573064397
"281",2022,3.065096967,0.395638859,0.387726081,"Euphausia","Fall",4,4,2.95324433757692,0.236968801668926,0.47201415813103
"282",1998,2.065,0.672,0.38049596,"Euphausia","Spring",12,13,2.28052,0.421026040366468,-0.511892328114451
"283",1999,2.706,0.684,0.371809816,"Euphausia","Spring",13,13,2.28052,0.421026040366468,1.01057882222595
"284",2000,2.142,0.719,0.406944835,"Euphausia","Spring",12,13,2.28052,0.421026040366468,-0.329005778073561
"285",2001,2.145,1.042,0.615691654,"Euphausia","Spring",11,13,2.28052,0.421026040366468,-0.321880328071967
"286",2002,2.204,0.735,0.544317036,"Euphausia","Spring",7,13,2.28052,0.421026040366468,-0.181746478040635
"287",2003,2.523,0.784,0.443787479,"Euphausia","Spring",12,13,2.28052,0.421026040366468,0.575926372128768
"288",2004,2.304,0.577,0.313651525,"Euphausia","Spring",13,13,2.28052,0.421026040366468,0.0557685220124683
"289",2005,2.841,0.653,0.354934614,"Euphausia","Spring",13,13,2.28052,0.421026040366468,1.33122407229764
"290",2006,2.366,0.957,0.520494775,"Euphausia","Spring",13,13,2.28052,0.421026040366468,0.203027822045394
"291",2007,2.188,0.375,0.259606626,"Euphausia","Spring",8,13,2.28052,0.421026040366468,-0.219748878049132
"292",2008,0.994,0.346,0.338606728,"Euphausia","Spring",4,4,2.28052,0.421026040366468,-3.0556779786832
"293",2009,2.163,0.759,0.470163339,"Euphausia","Spring",10,13,2.28052,0.421026040366468,-0.279127628062409
"294",2010,2.655,0.528,0.298828354,"Euphausia","Spring",12,13,2.28052,0.421026040366468,0.889446172198865
"295",2011,1.3,1.015,1.148832392,"Euphausia","Spring",3,6,2.28052,0.421026040366468,-2.3288820785207
"296",2012,2.508,0.724,0.472951978,"Euphausia","Spring",9,11,2.28052,0.421026040366468,0.540299122120802
"297",2013,1.864,0.591,0.321358614,"Euphausia","Spring",13,13,2.28052,0.421026040366468,-0.989297478221191
"298",2014,2.098,0.848,0.42897255,"Euphausia","Spring",15,15,2.28052,0.421026040366468,-0.433512378096927
"299",2015,2.601,0.397,0.200923767,"Euphausia","Spring",15,15,2.28052,0.421026040366468,0.761188072170189
"300",2016,2.342,0.76,0.384827793,"Euphausia","Spring",15,15,2.28052,0.421026040366468,0.146024222032649
"301",2017,2.202,0.428,0.232832087,"Euphausia","Spring",13,13,2.28052,0.421026040366468,-0.186496778041698
"302",2018,2.636,0.799,0.434564267,"Euphausia","Spring",13,14,2.28052,0.421026040366468,0.844318322188776
"303",2019,2.564,0.558,0.386974528,"Euphausia","Spring",8,8,2.28052,0.421026040366468,0.673307522150541
"304",2020,2.548,0.678,0.4698002,"Euphausia","Spring",8,8,2.28052,0.421026040366468,0.635305122142044
"305",2021,2.689,0.811,0.561858701,"Euphausia","Spring",8,8,2.28052,0.421026040366468,0.970201272216921
"306",2022,2.365,0.604,0.592283969,"Euphausia","Spring",4,4,2.28052,0.421026040366468,0.200652672044863
"307",1997,3,0.515,0.279701384,"LargeCop","Fall",13,13,2.946,0.208160322828343,0.259415431655197
"308",1998,2.682,0.421,0.228655162,"LargeCop","Fall",13,13,2.946,0.208160322828343,-1.26825322142541
"309",1999,2.713,0.32,0.173702376,"LargeCop","Fall",13,13,2.946,0.208160322828343,-1.11932954769743
"310",2000,2.898,0.451,0.255272097,"LargeCop","Fall",12,12,2.946,0.208160322828343,-0.230591494804621
"311",2001,2.62,0.192,0.104400582,"LargeCop","Fall",13,13,2.946,0.208160322828343,-1.56610056888138
"312",2002,3.301,0.192,0.10442085,"LargeCop","Fall",13,13,2.946,0.208160322828343,1.70541626365917
"313",2003,2.549,0.264,0.143508781,"LargeCop","Fall",13,13,2.946,0.208160322828343,-1.90718382161322
"314",2004,2.95,0.327,0.177921093,"LargeCop","Fall",13,13,2.946,0.208160322828343,0.0192159579003851
"315",2005,2.859,0.369,0.200392366,"LargeCop","Fall",13,13,2.946,0.208160322828343,-0.417947084333376
"316",2006,3.098,0.213,0.116051768,"LargeCop","Fall",13,13,2.946,0.208160322828343,0.73020640021463
"317",2007,3.15,0.206,0.111978794,"LargeCop","Fall",13,13,2.946,0.208160322828343,0.980013852919636
"318",2008,2.995,0.236,0.128199839,"LargeCop","Fall",13,13,2.946,0.208160322828343,0.235395484279716
"319",2009,3.058,0.201,0.109456269,"LargeCop","Fall",13,13,2.946,0.208160322828343,0.53804682121078
"320",2010,3.191,0.203,0.110326622,"LargeCop","Fall",13,13,2.946,0.208160322828343,1.17697742139858
"321",2011,2.897,0.151,0.081853802,"LargeCop","Fall",13,13,2.946,0.208160322828343,-0.235395484279719
"322",2012,3.136,0.253,0.13730176,"LargeCop","Fall",13,13,2.946,0.208160322828343,0.912758000268289
"323",2013,3.119,0.202,0.109941554,"LargeCop","Fall",13,13,2.946,0.208160322828343,0.831090179191653
"324",2014,2.782,0.456,0.247742643,"LargeCop","Fall",13,13,2.946,0.208160322828343,-0.787854273915788
"325",2015,2.949,0.206,0.104479029,"LargeCop","Fall",15,15,2.946,0.208160322828343,0.0144119684252872
"326",2016,2.752,0.236,0.119598903,"LargeCop","Fall",15,15,2.946,0.208160322828343,-0.931973958168677
"327",2017,2.973,0.164,0.08302426,"LargeCop","Fall",15,15,2.946,0.208160322828343,0.129707715827598
"328",2018,2.997,0.18,0.124666482,"LargeCop","Fall",8,8,2.946,0.208160322828343,0.245003463229908
"329",2019,2.716,0.133,0.106265149,"LargeCop","Fall",6,6,2.946,0.208160322828343,-1.10491757927214
"330",2020,3.189,0.334,0.231647423,"LargeCop","Fall",8,8,2.946,0.208160322828343,1.16736944244839
"331",2021,2.728,0.174,0.120398057,"LargeCop","Fall",8,8,2.946,0.208160322828343,-1.04726970557098
"332",2022,3.294,0.148,0.145065073,"LargeCop","Fall",4,4,2.946,0.208160322828343,1.6717883373335
"333",1998,4.56,0.184,0.099921744,"LargeCop","Spring",13,13,4.2994,0.208763023545838,1.2483053539545
"334",1999,4.281,0.266,0.144339809,"LargeCop","Spring",13,13,4.2994,0.208763023545838,-0.088138213786507
"335",2000,4.077,0.213,0.115789736,"LargeCop","Spring",13,13,4.2994,0.208763023545838,-1.06532275794122
"336",2001,4.223,0.229,0.124747001,"LargeCop","Spring",13,13,4.2994,0.208763023545838,-0.365965192026573
"337",2002,4.563,0.177,0.096054697,"LargeCop","Spring",13,13,4.2994,0.208763023545838,1.26267571489796
"338",2003,4.357,0.255,0.138713394,"LargeCop","Spring",13,13,4.2994,0.208763023545838,0.275910930114273
"339",2004,4.406,0.31,0.168640731,"LargeCop","Spring",13,13,4.2994,0.208763023545838,0.510626825523982
"340",2005,4.454,0.278,0.151349663,"LargeCop","Spring",13,13,4.2994,0.208763023545838,0.740552600619209
"341",2006,4.641,0.168,0.091083631,"LargeCop","Spring",13,13,4.2994,0.208763023545838,1.6363050994277
"342",2007,4.193,0.327,0.17750254,"LargeCop","Spring",13,13,4.2994,0.208763023545838,-0.509668801461091
"343",2008,3.81,0.42,0.411655758,"LargeCop","Spring",4,4,4.2994,0.208763023545838,-2.34428488190843
"344",2009,3.997,0.339,0.184392355,"LargeCop","Spring",13,13,4.2994,0.208763023545838,-1.44853238309994
"345",2010,4.181,0.217,0.118033245,"LargeCop","Spring",13,13,4.2994,0.208763023545838,-0.567150245234896
"346",2011,4.06,0.18,0.144303366,"LargeCop","Spring",4,6,4.2994,0.208763023545838,-1.14675480328745
"347",2012,4.092,0.238,0.140459769,"LargeCop","Spring",11,11,4.2994,0.208763023545838,-0.993470953223966
"348",2013,4.259,0.305,0.166063733,"LargeCop","Spring",13,13,4.2994,0.208763023545838,-0.19352086070515
"349",2014,4.23,0.27,0.136720991,"LargeCop","Spring",15,15,4.2994,0.208763023545838,-0.332434349825183
"350",2015,4.455,0.383,0.19397636,"LargeCop","Spring",15,15,4.2994,0.208763023545838,0.745342720933695
"351",2016,4.519,0.295,0.149496663,"LargeCop","Spring",15,15,4.2994,0.208763023545838,1.05191042106067
"352",2017,4.477,0.288,0.15654037,"LargeCop","Spring",13,13,4.2994,0.208763023545838,0.850725367852342
"353",2018,4.537,0.171,0.089449641,"LargeCop","Spring",14,14,4.2994,0.208763023545838,1.13813258672137
"354",2019,4.117,0.118,0.081628891,"LargeCop","Spring",8,8,4.2994,0.208763023545838,-0.873717945361867
"355",2020,4.477,0.185,0.128125765,"LargeCop","Spring",8,8,4.2994,0.208763023545838,0.850725367852342
"356",2021,4.204,0.278,0.192341759,"LargeCop","Spring",8,8,4.2994,0.208763023545838,-0.456977478001768
"357",2022,4.315,0.235,0.230004353,"LargeCop","Spring",4,4,4.2994,0.208763023545838,0.0747258769059493
"358",2001,2.520063682,0.508682625,0.207668812,"Larvacean","Fall",6,NA,1.61772931280952,0.438236045247446,2.0590144945311
"359",2002,0.592949505,1.219463346,0.497843826,"Larvacean","Fall",6,NA,1.61772931280952,0.438236045247446,-2.33841971449631
"360",2003,1.380206693,0.651134204,0.265824426,"Larvacean","Fall",6,NA,1.61772931280952,0.438236045247446,-0.541996995421517
"361",2004,1.803815443,0.55562304,0.226832156,"Larvacean","Fall",6,NA,1.61772931280952,0.438236045247446,0.42462534108851
"362",2005,1.828647736,0.949707013,0.387716264,"Larvacean","Fall",6,NA,1.61772931280952,0.438236045247446,0.481289536718467
"363",2006,1.76088948,0.713081901,0.291114467,"Larvacean","Fall",6,NA,1.61772931280952,0.438236045247446,0.32667364709729
"364",2007,2.353436285,0.888685692,0.362804414,"Larvacean","Fall",6,NA,1.61772931280952,0.438236045247446,1.67879155575865
"365",2008,1.264087798,0.849778302,0.346920539,"Larvacean","Fall",6,NA,1.61772931280952,0.438236045247446,-0.806965831872281
"366",2009,1.87053326,0.719002309,0.293531463,"Larvacean","Fall",6,NA,1.61772931280952,0.438236045247446,0.57686707867157
"367",2010,1.806829122,1.139997597,0.46540207,"Larvacean","Fall",6,NA,1.61772931280952,0.438236045247446,0.431502180711089
"368",2011,1.627034197,1.011175701,0.412810751,"Larvacean","Fall",6,NA,1.61772931280952,0.438236045247446,0.0212325852503124
"369",2012,1.985272448,0.814531871,0.307864109,"Larvacean","Fall",7,NA,1.61772931280952,0.438236045247446,0.838687595820527
"370",2013,1.467935299,0.763583774,0.288607539,"Larvacean","Fall",7,NA,1.61772931280952,0.438236045247446,-0.341811257731992
"371",2014,1.225685727,1.360323102,0.514153804,"Larvacean","Fall",7,NA,1.61772931280952,0.438236045247446,-0.894594568523364
"372",2015,1.635512531,0.826956297,0.292373203,"Larvacean","Fall",8,NA,1.61772931280952,0.438236045247446,0.0405790860503844
"373",2016,1.383643674,0.945124852,0.654938108,"Larvacean","Fall",8,NA,1.61772931280952,0.438236045247446,-0.534154233427672
"374",2017,1.957613288,1.097850407,0.760771518,"Larvacean","Fall",8,NA,1.61772931280952,0.438236045247446,0.775572842253457
"375",2018,1.866922294,0.980126473,0.679192994,"Larvacean","Fall",8,NA,1.61772931280952,0.438236045247446,0.568627304606521
"376",2019,1.331929166,1.290138209,0.955747761,"Larvacean","Fall",7,NA,1.61772931280952,0.438236045247446,-0.65216029103254
"377",2020,1.157178265,1.519628525,1.053048842,"Larvacean","Fall",8,NA,1.61772931280952,0.438236045247446,-1.05092005279821
"378",2021,1.152129676,0.970019967,0.672189542,"Larvacean","Fall",8,NA,1.61772931280952,0.438236045247446,-1.06244030325399
"379",2001,1.440387707,1.136335437,0.909257719,"Larvacean","Spring",6,NA,2.30602575790476,0.696367836604434,-1.24307586508548
"380",2002,2.644335418,0.383317291,0.306717713,"Larvacean","Spring",6,NA,2.30602575790476,0.696367836604434,0.485820341365668
"381",2003,1.48546123,1.602171129,1.282003904,"Larvacean","Spring",6,NA,2.30602575790476,0.696367836604434,-1.17834926424219
"382",2004,2.304272329,0.685670136,0.548650376,"Larvacean","Spring",6,NA,2.30602575790476,0.696367836604434,-0.00251796365741442
"383",2005,2.780570581,0.288326207,0.230709015,"Larvacean","Spring",6,NA,2.30602575790476,0.696367836604434,0.681457123880349
"384",2006,2.469460528,0.459340055,0.367548593,"Larvacean","Spring",6,NA,2.30602575790476,0.696367836604434,0.234696034917643
"385",2007,2.005127129,0.458063704,0.366527299,"Larvacean","Spring",6,NA,2.30602575790476,0.696367836604434,-0.432097252469294
"386",2008,3.423599715,0.360141077,0.352938255,"Larvacean","Spring",4,NA,2.30602575790476,0.696367836604434,1.60486153775374
"387",2009,1.906567771,0.350131034,0.280163176,"Larvacean","Spring",6,NA,2.30602575790476,0.696367836604434,-0.57363072489471
"388",2010,3.162934123,0.677503551,0.542115746,"Larvacean","Spring",6,NA,2.30602575790476,0.696367836604434,1.23053983836131
"389",2011,1.185782805,0.349107963,0.279344549,"Larvacean","Spring",6,NA,2.30602575790476,0.696367836604434,-1.60869427624227
"390",2012,2.056650478,0.27384532,0.202867452,"Larvacean","Spring",7,NA,2.30602575790476,0.696367836604434,-0.358108555272661
"391",2013,2.190100829,1.080700758,0.800594325,"Larvacean","Spring",7,NA,2.30602575790476,0.696367836604434,-0.166470825921577
"392",2014,2.241843885,0.669822744,0.46416348,"Larvacean","Spring",8,NA,2.30602575790476,0.696367836604434,-0.0921666244921933
"393",2015,1.239552471,0.954012139,0.661096684,"Larvacean","Spring",8,NA,2.30602575790476,0.696367836604434,-1.5314798169097
"394",2016,1.533067156,0.616816347,0.456943944,"Larvacean","Spring",7,NA,2.30602575790476,0.696367836604434,-1.10998607528141
"395",2017,2.75665235,0.478273858,0.354310232,"Larvacean","Spring",7,NA,2.30602575790476,0.696367836604434,0.647110001938836
"396",2018,2.910879477,0.544742181,0.377487072,"Larvacean","Spring",8,NA,2.30602575790476,0.696367836604434,0.86858365263475
"397",2019,2.091345816,0.466031559,0.34524101,"Larvacean","Spring",7,NA,2.30602575790476,0.696367836604434,-0.308285263362485
"398",2020,3.398379223,0.585165561,0.433496714,"Larvacean","Spring",7,NA,2.30602575790476,0.696367836604434,1.56864433949402
"399",2021,3.199569895,0.447243693,0.309924067,"Larvacean","Spring",8,NA,2.30602575790476,0.696367836604434,1.28314963748507
"400",2001,2.35766855,0.623915626,0.254712488,"Limacina","Fall",6,NA,1.69142127766667,0.611119618840994,1.09020763168574
"401",2002,2.270686805,0.749073766,0.305808085,"Limacina","Fall",6,NA,1.69142127766667,0.611119618840994,0.947875848646337
"402",2003,1.642939357,0.497786363,0.203220432,"Limacina","Fall",6,NA,1.69142127766667,0.611119618840994,-0.079332947547346
"403",2004,2.62226477,0.474555292,0.193736387,"Limacina","Fall",6,NA,1.69142127766667,0.611119618840994,1.52317723672283
"404",2005,0.77004297,0.491961115,0.200842284,"Limacina","Fall",6,NA,1.69142127766667,0.611119618840994,-1.50768896834647
"405",2006,1.859880235,0.769640992,0.314204619,"Limacina","Fall",6,NA,1.69142127766667,0.611119618840994,0.275656274385072
"406",2007,2.174269637,0.352513258,0.143912935,"Limacina","Fall",6,NA,1.69142127766667,0.611119618840994,0.790104497461674
"407",2008,2.320101829,0.481837204,0.196709215,"Limacina","Fall",6,NA,1.69142127766667,0.611119618840994,1.02873567130056
"408",2009,1.551536325,1.283751542,0.524089372,"Limacina","Fall",6,NA,1.69142127766667,0.611119618840994,-0.228899463139413
"409",2010,1.943576137,0.6263991,0.255726362,"Limacina","Fall",6,NA,1.69142127766667,0.611119618840994,0.412611298278318
"410",2011,1.790325725,0.671089446,0.273971119,"Limacina","Fall",6,NA,1.69142127766667,0.611119618840994,0.161841387977215
"411",2012,0.732178601,0.855296769,0.323271792,"Limacina","Fall",7,NA,1.69142127766667,0.611119618840994,-1.56964798231465
"412",2013,1.483943635,0.49986934,0.188932852,"Limacina","Fall",7,NA,1.69142127766667,0.611119618840994,-0.339504143329834
"413",2014,1.903603478,0.515206771,0.194729856,"Limacina","Fall",7,NA,1.69142127766667,0.611119618840994,0.347202403247572
"414",2015,0.64369578,0.500758965,0.17704503,"Limacina","Fall",8,NA,1.69142127766667,0.611119618840994,-1.7144360373403
"415",2016,0.865656628,0.668839128,0.463481869,"Limacina","Fall",8,NA,1.69142127766667,0.611119618840994,-1.35123243340273
"416",2017,1.576218552,0.730278325,0.50605706,"Limacina","Fall",8,NA,1.69142127766667,0.611119618840994,-0.188510926690836
"417",2018,0.760658804,0.298384652,0.206770015,"Limacina","Fall",8,NA,1.69142127766667,0.611119618840994,-1.52304466256849
"418",2019,1.849156952,0.504524245,0.373756791,"Limacina","Fall",7,NA,1.69142127766667,0.611119618840994,0.258109328305453
"419",2020,2.276170779,0.595639593,0.412757179,"Limacina","Fall",8,NA,1.69142127766667,0.611119618840994,0.95684949935387
"420",2021,2.125271282,0.695871254,0.482214177,"Limacina","Fall",8,NA,1.69142127766667,0.611119618840994,0.709926487315433
"421",2001,2.104838817,0.427471447,0.342048395,"Limacina","Spring",6,NA,2.01898944309524,0.492649627233759,0.174260507181967
"422",2002,1.56340637,0.126747035,0.10141875,"Limacina","Spring",6,NA,2.01898944309524,0.492649627233759,-0.924760819678987
"423",2003,2.380130359,0.252007783,0.201648223,"Limacina","Spring",6,NA,2.01898944309524,0.492649627233759,0.733058335865548
"424",2004,2.420674724,0.450372592,0.360373128,"Limacina","Spring",6,NA,2.01898944309524,0.492649627233759,0.815356916355008
"425",2005,2.593046187,0.300121164,0.240146946,"Limacina","Spring",6,NA,2.01898944309524,0.492649627233759,1.16524343503132
"426",2006,3.040859751,0.201079992,0.160897504,"Limacina","Spring",6,NA,2.01898944309524,0.492649627233759,2.07423339309641
"427",2007,1.600595945,0.211158874,0.168962289,"Limacina","Spring",6,NA,2.01898944309524,0.492649627233759,-0.849271926672368
"428",2008,1.347953803,0.313207924,0.306943766,"Limacina","Spring",4,NA,2.01898944309524,0.492649627233759,-1.36209509355183
"429",2009,1.329464217,0.160308184,0.128273262,"Limacina","Spring",6,NA,2.01898944309524,0.492649627233759,-1.39962599782515
"430",2010,1.826921105,0.384862778,0.307954359,"Limacina","Spring",6,NA,2.01898944309524,0.492649627233759,-0.389868026844366
"431",2011,1.52253815,0.498287974,0.398713418,"Limacina","Spring",6,NA,2.01898944309524,0.492649627233759,-1.00771677405467
"432",2012,1.979097145,0.430344374,0.318803573,"Limacina","Spring",7,NA,2.01898944309524,0.492649627233759,-0.0809749888967432
"433",2013,1.165180834,0.51222713,0.379463168,"Limacina","Spring",7,NA,2.01898944309524,0.492649627233759,-1.73309500687009
"434",2014,1.718116429,0.585697954,0.405867975,"Limacina","Spring",8,NA,2.01898944309524,0.492649627233759,-0.610724128189538
"435",2015,2.296316779,0.650110747,0.450503764,"Limacina","Spring",8,NA,2.01898944309524,0.492649627233759,0.56293016491652
"436",2016,2.230763883,0.504581135,0.373798936,"Limacina","Spring",7,NA,2.01898944309524,0.492649627233759,0.429868263767662
"437",2017,2.40433282,0.471299674,0.349143684,"Limacina","Spring",7,NA,2.01898944309524,0.492649627233759,0.782185463264177
"438",2018,2.183213029,0.661039992,0.458077344,"Limacina","Spring",8,NA,2.01898944309524,0.492649627233759,0.333347630499351
"439",2019,2.192741203,0.285001492,0.21113206,"Limacina","Spring",7,NA,2.01898944309524,0.492649627233759,0.352688300771449
"440",2020,2.658487513,0.575987092,0.426697209,"Limacina","Spring",7,NA,2.01898944309524,0.492649627233759,1.29807886691311
"441",2021,1.840099242,0.35062487,0.242970639,"Limacina","Spring",8,NA,2.01898944309524,0.492649627233759,-0.363118515078783
"442",1997,2.802400142,0.240164962,0.130555161,"Metridia","Fall",13,13,2.70290291657692,0.361343642112909,0.275353469183186
"443",1998,2.579033101,0.394899365,0.21466974,"Metridia","Fall",13,13,2.70290291657692,0.361343642112909,-0.342803362617953
"444",1999,3.11765006,0.351845478,0.19126538,"Metridia","Fall",13,13,2.70290291657692,0.361343642112909,1.14779145136718
"445",2000,2.873840106,0.437975663,0.247808059,"Metridia","Fall",12,12,2.70290291657692,0.361343642112909,0.473059906142376
"446",2001,2.65428103,0.356077293,0.193565821,"Metridia","Fall",13,13,2.70290291657692,0.361343642112909,-0.13455857779208
"447",2002,3.084570401,0.276143746,0.15011345,"Metridia","Fall",13,13,2.70290291657692,0.361343642112909,1.05624519139545
"448",2003,2.436852329,0.319099524,0.173464477,"Metridia","Fall",13,13,2.70290291657692,0.361343642112909,-0.736281358158754
"449",2004,2.805597033,0.306728404,0.16673946,"Metridia","Fall",13,13,2.70290291657692,0.361343642112909,0.284200701090483
